,filename,hostname,vrf_name,description,address_family,import_type,import_id,export_type,export_id
0,10.122.35.124,RAC_MC34M21C,definition Mgmt-intf,,ipv6,,,,
1,10.124.209.148,RAC_BKESM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
2,10.124.209.148,RAC_BKESM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
3,10.122.22.244,RAC_MKKSM21C,definition Mgmt-intf,,ipv6,,,,
4,10.122.22.244,RAC_MKKSM21C,definition lte,,ipv4,,,,
5,10.122.24.44,RAC_LB44M21C,definition Mgmt-intf,,ipv6,,,,
6,10.122.24.44,RAC_LB44M21C,definition lte,,ipv4,,,,
7,10.122.26.104,RAC_HAAWM21C,definition Mgmt-intf,,ipv6,,,,
8,10.122.26.104,RAC_HAAWM21C,definition lte,,ipv4,,,,
9,10.122.12.244,RAC_KTNCM21C,definition Mgmt-intf,,ipv6,,,,
10,10.122.12.244,RAC_KTNCM21C,definition lte,,ipv4,,,,
11,10.124.216.89,RAC_PRS2M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
12,10.124.216.89,RAC_PRS2M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
13,10.122.67.87,RAC_ST45M21C,definition Mgmt-intf,,ipv6,,,,
14,10.122.21.105,RAC_R245M21C,definition Mgmt-intf,,ipv6,,,,
15,10.122.21.105,RAC_R245M21C,definition lte,,ipv4,,,,
16,10.122.44.13,RAC_FS4VM21C,definition Mgmt-intf,,ipv6,,,,
17,10.122.44.13,RAC_FS4VM21C,definition lte,,ipv4,,,,
18,10.122.18.164,RAC_RPR8M21C,definition Mgmt-intf,,ipv6,,,,
19,10.122.18.164,RAC_RPR8M21C,definition lte,,ipv4,,,,
20,10.124.209.157,RAC_CHVLM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
21,10.124.209.157,RAC_CHVLM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
22,10.122.11.253,RAC_LTRSP21C,definition Mgmt-intf,,ipv6,,,,
23,10.124.209.194,RAC_MPS2M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
24,10.124.209.194,RAC_MPS2M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
25,10.122.41.20,RAC_STSYM21C,definition Mgmt-intf,,ipv6,,,,
26,10.122.41.20,RAC_STSYM21C,definition lte,,ipv4,,,,
27,10.122.23.36,RAC_ASPBM21C,definition Mgmt-intf,,ipv6,,,,
28,10.122.23.36,RAC_ASPBM21C,definition lte,,ipv4,,,,
29,10.124.210.93,RAC_P316M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
30,10.124.210.93,RAC_P316M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
31,10.122.15.244,RAC_SNRMM21C,definition Mgmt-intf,,ipv6,,,,
32,10.122.15.244,RAC_SNRMM21C,definition lte,,ipv4,,,,
33,10.122.27.106,RAC_MNCKM21C,definition Mgmt-intf,,ipv6,,,,
34,10.122.27.106,RAC_MNCKM21C,definition lte,,ipv4,,,,
35,10.122.30.156,RAC_AVNHP21C,definition Mgmt-intf,,ipv6,,,,
36,10.122.21.245,RAC_A253P21C,definition Mgmt-intf,,ipv6,,,,
37,10.122.22.41,RAC_MNSCM21C,definition Mgmt-intf,,ipv6,,,,
38,10.122.22.41,RAC_MNSCM21C,definition lte,,ipv4,,,,
39,10.124.209.104,RAC_WKBNM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
40,10.124.209.104,RAC_WKBNM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
41,10.125.198.4,RAC_NALGM21C,definition Mgmt-intf,,ipv6,,,,
42,10.125.198.4,RAC_NALGM21C,definition lte,,ipv4,,,,
43,10.124.210.74,RAC_PPPVM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
44,10.124.210.74,RAC_PPPVM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
45,10.122.12.219,RAC_SGLAP21C,definition Mgmt-intf,,ipv6,,,,
46,10.122.12.253,RAC_RKO6M21C,definition Mgmt-intf,,ipv6,,,,
47,10.124.211.76,RAC_TT26M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
48,10.124.211.76,RAC_TT26M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
49,10.122.47.92,RAC_NBKRM21C,definition Mgmt-intf,,ipv6,,,,
50,10.122.47.92,RAC_NBKRM21C,definition lte,,ipv4,,,,
51,10.122.41.25,RAC_BN28M21C,definition Mgmt-intf,,ipv6,,,,
52,10.122.42.73,RAC_SBUTM21C,definition Mgmt-intf,,ipv6,,,,
53,10.122.42.73,RAC_SBUTM21C,definition lte,,ipv4,,,,
54,10.122.66.181,RAC_EMPSP21C,definition Mgmt-intf,,ipv6,,,,
55,10.122.13.201,RAC_RMDTM21C,definition Mgmt-intf,,ipv6,,,,
56,10.122.13.201,RAC_RMDTM21C,definition lte,,ipv4,,,,
57,10.122.31.135,RAC_AUSEP21C,definition Mgmt-intf,,ipv6,,,,
58,10.122.31.125,RAC_MNRLP21C,definition Mgmt-intf,,ipv6,,,,
59,10.122.14.38,RAC_TCCTM21C,definition Mgmt-intf,,ipv6,,,,
60,10.122.14.38,RAC_TCCTM21C,definition lte,,ipv4,,,,
61,10.124.210.61,RAC_KSRIM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
62,10.124.210.61,RAC_KSRIM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
63,10.122.30.90,RAC_SPLGP21C,definition Mgmt-intf,,ipv6,,,,
64,10.124.209.237,RAC_PNTPM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
65,10.124.209.237,RAC_PNTPM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
66,10.124.209.89,RAC_RLK8M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
67,10.124.209.89,RAC_RLK8M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
68,10.122.19.233,RAC_TGVHM21C,definition Mgmt-intf,,ipv6,,,,
69,10.122.19.233,RAC_TGVHM21C,definition lte,,ipv4,,,,
70,10.122.43.183,RAC_KSPOM21C,definition Mgmt-intf,,ipv6,,,,
71,10.122.43.183,RAC_KSPOM21C,definition lte,,ipv4,,,,
72,10.122.26.229,RAC_LWGFM21C,definition Mgmt-intf,,ipv6,,,,
73,10.122.26.229,RAC_LWGFM21C,definition lte,,ipv4,,,,
74,10.122.8.5,RAC_MTI1M21C,definition Mgmt-intf,,ipv6,,,,
75,10.122.8.5,RAC_MTI1M21C,definition lte,,ipv4,,,,
76,10.122.32.119,RAC_PKRPM21C,definition Mgmt-intf,,ipv6,,,,
77,10.122.32.119,RAC_PKRPM21C,definition lte,,ipv4,,,,
78,10.122.29.13,RAC_BPSKM21C,definition Mgmt-intf,,ipv6,,,,
79,10.122.25.183,RAC_OCT1P21C,definition Mgmt-intf,,ipv6,,,,
80,10.122.46.182,RAC_SRS1B21C,definition Mgmt-intf,,ipv6,,,,
81,10.122.9.28,RAC_SV93M21C,definition Mgmt-intf,,ipv6,,,,
82,10.122.9.28,RAC_SV93M21C,definition lte,,ipv4,,,,
83,10.122.19.11,RAC_LSE2M21C,definition Mgmt-intf,,ipv6,,,,
84,10.122.19.11,RAC_LSE2M21C,definition lte,,ipv4,,,,
85,10.122.46.234,RAC_KSI2M21C,definition Mgmt-intf,,ipv6,,,,
86,10.122.28.247,RAC_NWN5M21C,definition Mgmt-intf,,ipv6,,,,
87,10.122.28.247,RAC_NWN5M21C,definition lte,,ipv4,,,,
88,10.122.9.43,RAC_SK85M21C,definition Mgmt-intf,,ipv6,,,,
89,10.122.9.43,RAC_SK85M21C,definition lte,,ipv4,,,,
90,10.124.209.10,RAC_CKPAM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
91,10.124.209.10,RAC_CKPAM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
92,10.122.21.27,RAC_CHYHP21C,definition Mgmt-intf,,ipv6,,,,
93,10.124.210.91,RAC_TLC1M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
94,10.124.210.91,RAC_TLC1M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
95,10.122.21.123,RAC_CFR2P21C,definition Mgmt-intf,,ipv6,,,,
96,10.124.214.244,RAC_PTB9M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
97,10.124.214.244,RAC_PTB9M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
98,10.122.45.198,RAC_LPHLP21C,definition Mgmt-intf,,ipv6,,,,
99,10.122.24.205,RAC_PORTP21C,definition Mgmt-intf,,ipv6,,,,
100,10.122.48.165,RAC_WCLHM21C,definition Mgmt-intf,,ipv6,,,,
101,10.122.48.165,RAC_WCLHM21C,definition lte,,ipv4,,,,
102,10.122.43.23,RAC_MKYSM21C,definition Mgmt-intf,,ipv6,,,,
103,10.122.27.234,RAC_KKL3M21C,definition Mgmt-intf,,ipv6,,,,
104,10.122.27.234,RAC_KKL3M21C,definition lte,,ipv4,,,,
105,10.122.16.9,RAC_TGKUM21C,definition Mgmt-intf,,ipv6,,,,
106,10.122.16.9,RAC_TGKUM21C,definition lte,,ipv4,,,,
107,10.125.194.213,RAC_UYENM21C,definition Mgmt-intf,,ipv6,,,,
108,10.125.194.213,RAC_UYENM21C,definition lte,,ipv4,,,,
109,10.122.46.56,RAC_SPCIM21C,definition Mgmt-intf,,ipv6,,,,
110,10.122.46.56,RAC_SPCIM21C,definition lte,,ipv4,,,,
111,10.122.9.71,RAC_PUTLM21C,definition Mgmt-intf,,ipv6,,,,
112,10.122.9.71,RAC_PUTLM21C,definition lte,,ipv4,,,,
113,10.122.42.117,RAC_PU19M21C,definition Mgmt-intf,,ipv6,,,,
114,10.122.42.117,RAC_PU19M21C,definition lte,,ipv4,,,,
115,10.122.23.39,RAC_PR31M21C,definition Mgmt-intf,,ipv6,,,,
116,10.122.23.39,RAC_PR31M21C,definition lte,,ipv4,,,,
117,10.122.24.150,RAC_LKRWM21C,definition Mgmt-intf,,ipv6,,,,
118,10.122.24.150,RAC_LKRWM21C,definition lte,,ipv4,,,,
119,10.122.47.121,RAC_NPUNM21C,definition Mgmt-intf,,ipv6,,,,
120,10.122.47.121,RAC_NPUNM21C,definition lte,,ipv4,,,,
121,10.122.66.22,RAC_LW27M21C,definition Mgmt-intf,,ipv6,,,,
122,10.122.66.22,RAC_LW27M21C,definition lte,,ipv4,,,,
123,10.122.19.244,RAC_GPFCP21C,definition Mgmt-intf,,ipv6,,,,
124,10.122.19.244,RAC_GPFCP21C,definition lte,,ipv4,,,,
125,10.122.47.105,RAC_LKPSM21C,definition Mgmt-intf,,ipv6,,,,
126,10.122.47.105,RAC_LKPSM21C,definition lte,,ipv4,,,,
127,10.122.66.25,RAC_L4Y5M21C,definition Mgmt-intf,,ipv6,,,,
128,10.122.66.25,RAC_L4Y5M21C,definition lte,,ipv4,,,,
129,10.122.14.88,RAC_SRTIM21C,definition Mgmt-intf,,ipv6,,,,
130,10.122.14.88,RAC_SRTIM21C,definition lte,,ipv4,,,,
131,10.122.26.117,RAC_SKPMM21C,definition Mgmt-intf,,ipv6,,,,
132,10.122.26.117,RAC_SKPMM21C,definition lte,,ipv4,,,,
133,10.122.41.170,RAC_WAKLM21C,definition Mgmt-intf,,ipv6,,,,
134,10.122.41.170,RAC_WAKLM21C,definition lte,,ipv4,,,,
135,10.122.64.101,RAC_TNLSM21C,definition Mgmt-intf,,ipv6,,,,
136,10.122.41.149,RAC_TKM5M21C,definition Mgmt-intf,,ipv6,,,,
137,10.122.41.149,RAC_TKM5M21C,definition lte,,ipv4,,,,
138,10.122.9.52,RAC_WCHRM21C,definition Mgmt-intf,,ipv6,,,,
139,10.122.9.52,RAC_WCHRM21C,definition lte,,ipv4,,,,
140,10.122.27.54,RAC_STTVM21C,definition Mgmt-intf,,ipv6,,,,
141,10.122.27.54,RAC_STTVM21C,definition lte,,ipv4,,,,
142,10.122.18.76,RAC_NK02M21C,definition Mgmt-intf,,ipv6,,,,
143,10.122.18.76,RAC_NK02M21C,definition lte,,ipv4,,,,
144,10.122.43.165,RAC_WKNAM21C,definition Mgmt-intf,,ipv6,,,,
145,10.122.43.165,RAC_WKNAM21C,definition lte,,ipv4,,,,
146,10.124.210.54,RAC_SNK2M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
147,10.124.210.54,RAC_SNK2M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
148,10.122.13.69,RAC_CFNCP21C,definition Mgmt-intf,,ipv6,,,,
149,10.122.70.212,RAC_KLPDM21C,definition Mgmt-intf,,ipv6,,,,
150,10.122.70.212,RAC_KLPDM21C,definition lte,,ipv4,,,,
151,10.122.46.40,RAC_ADK2M21C,definition Mgmt-intf,,ipv6,,,,
152,10.122.46.40,RAC_ADK2M21C,definition lte,,ipv4,,,,
153,10.124.209.140,RAC_CTG1M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
154,10.124.209.140,RAC_CTG1M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
155,10.122.24.39,RAC_KPCXP21C,definition Mgmt-intf,,ipv6,,,,
156,10.122.46.71,RAC_S3Y5M21C,definition Mgmt-intf,,ipv6,,,,
157,10.122.46.71,RAC_S3Y5M21C,definition lte,,ipv4,,,,
158,10.122.12.28,RAC_RT65M21C,definition Mgmt-intf,,ipv6,,,,
159,10.122.12.28,RAC_RT65M21C,definition lte,,ipv4,,,,
160,10.124.210.154,RAC_MPTGM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
161,10.124.210.154,RAC_MPTGM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
162,10.122.29.132,RAC_BDTNM21C,definition Mgmt-intf,,ipv6,,,,
163,10.122.29.132,RAC_BDTNM21C,definition lte,,ipv4,,,,
164,10.122.43.54,RAC_SWRWM21C,definition Mgmt-intf,,ipv6,,,,
165,10.122.43.54,RAC_SWRWM21C,definition lte,,ipv4,,,,
166,10.124.209.71,RAC_EK74M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
167,10.124.209.71,RAC_EK74M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
168,10.122.11.148,RAC_IAP1P21C,definition Mgmt-intf,,ipv6,,,,
169,10.122.11.148,RAC_IAP1P21C,definition lte,,ipv4,,,,
170,10.122.44.154,RAC_SSTNM21C,definition Mgmt-intf,,ipv6,,,,
171,10.122.44.154,RAC_SSTNM21C,definition lte,,ipv4,,,,
172,10.122.14.230,RAC_RDR1M21C,definition Mgmt-intf,,ipv6,,,,
173,10.122.14.230,RAC_RDR1M21C,definition lte,,ipv4,,,,
174,10.124.210.201,RAC_BK13M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
175,10.124.210.201,RAC_BK13M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
176,10.122.35.237,RAC_SBNGM21C,definition Mgmt-intf,,ipv6,,,,
177,10.122.35.237,RAC_SBNGM21C,definition lte,,ipv4,,,,
178,10.122.33.132,RAC_MVLSP21C,definition Mgmt-intf,,ipv6,,,,
179,10.122.28.150,RAC_PTS4M21C,definition Mgmt-intf,,ipv6,,,,
180,10.122.28.150,RAC_PTS4M21C,definition lte,,ipv4,,,,
181,10.122.14.252,RAC_CHU1M21C,definition Mgmt-intf,,ipv6,,,,
182,10.122.14.252,RAC_CHU1M21C,definition lte,,ipv4,,,,
183,10.122.48.73,RAC_TEXPB21C,definition Mgmt-intf,,ipv6,,,,
184,10.122.10.230,RAC_DLDTM21C,definition Mgmt-intf,,ipv6,,,,
185,10.122.10.230,RAC_DLDTM21C,definition lte,,ipv4,,,,
186,10.122.22.7,RAC_SMWAM21C,definition Mgmt-intf,,ipv6,,,,
187,10.122.22.7,RAC_SMWAM21C,definition lte,,ipv4,,,,
188,10.122.19.10,RAC_OTL3M21C,definition Mgmt-intf,,ipv6,,,,
189,10.122.27.235,RAC_OKMKM21C,definition Mgmt-intf,,ipv6,,,,
190,10.122.27.235,RAC_OKMKM21C,definition lte,,ipv4,,,,
191,10.124.210.174,RAC_SPMTM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
192,10.124.210.174,RAC_SPMTM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
193,10.122.20.140,RAC_BT44M21C,definition Mgmt-intf,,ipv6,,,,
194,10.122.20.140,RAC_BT44M21C,definition lte,,ipv4,,,,
195,10.122.8.229,RAC_HRNTP21C,definition Mgmt-intf,,ipv6,,,,
196,10.122.14.106,RAC_KNGWM21C,definition Mgmt-intf,,ipv6,,,,
197,10.122.14.106,RAC_KNGWM21C,definition lte,,ipv4,,,,
198,10.122.18.58,RAC_KRGIM21C,definition Mgmt-intf,,ipv6,,,,
199,10.122.18.58,RAC_KRGIM21C,definition lte,,ipv4,,,,
200,10.122.12.166,RAC_BBTWP21C,definition Mgmt-intf,,ipv6,,,,
201,10.122.22.186,RAC_SRPHM21C,definition Mgmt-intf,,ipv6,,,,
202,10.122.22.186,RAC_SRPHM21C,definition lte,,ipv4,,,,
203,10.122.28.251,RAC_NKCVM21C,definition Mgmt-intf,,ipv6,,,,
204,10.122.28.251,RAC_NKCVM21C,definition lte,,ipv4,,,,
205,10.122.64.92,RAC_SSLLP21C,definition Mgmt-intf,,ipv6,,,,
206,10.124.211.63,RAC_SSK2M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
207,10.124.211.63,RAC_SSK2M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
208,10.122.19.252,RAC_SNRWM21C,definition Mgmt-intf,,ipv6,,,,
209,10.122.19.252,RAC_SNRWM21C,definition lte,,ipv4,,,,
210,10.122.35.141,RAC_LAGMP21C,definition Mgmt-intf,,ipv6,,,,
211,10.122.34.246,RAC_RB22M21C,definition Mgmt-intf,,ipv6,,,,
212,10.122.34.246,RAC_RB22M21C,definition lte,,ipv4,,,,
213,10.124.216.79,RAC_WSPTM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
214,10.124.216.79,RAC_WSPTM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
215,10.124.35.55,RAC_SGNWP31C,definition Mgmt-intf,,ipv6,,,,
216,10.122.26.92,RAC_PMWYM21C,definition Mgmt-intf,,ipv6,,,,
217,10.122.26.92,RAC_PMWYM21C,definition lte,,ipv4,,,,
218,10.124.213.198,RAC_NRR6M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
219,10.124.213.198,RAC_NRR6M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
220,10.122.11.244,RAC_KHPAM21C,definition Mgmt-intf,,ipv6,,,,
221,10.122.11.244,RAC_KHPAM21C,definition lte,,ipv4,,,,
222,10.122.10.53,RAC_RMA2M21C,definition Mgmt-intf,,ipv6,,,,
223,10.122.10.53,RAC_RMA2M21C,definition lte,,ipv4,,,,
224,10.122.69.84,RAC_P3S2M21C,definition Mgmt-intf,,ipv6,,,,
225,10.122.69.84,RAC_P3S2M21C,definition lte,,ipv4,,,,
226,10.122.18.245,RAC_KTSSM21C,definition Mgmt-intf,,ipv6,,,,
227,10.122.18.245,RAC_KTSSM21C,definition lte,,ipv4,,,,
228,10.122.65.167,RAC_WSJRM21C,definition Mgmt-intf,,ipv6,,,,
229,10.122.65.167,RAC_WSJRM21C,definition lte,,ipv4,,,,
230,10.125.199.56,RAC_PNK3M21C,definition Mgmt-intf,,ipv6,,,,
231,10.125.199.56,RAC_PNK3M21C,definition lte,,ipv4,,,,
232,10.122.20.7,RAC_TYO2P21C,definition Mgmt-intf,,ipv6,,,,
233,10.122.35.251,RAC_TLT4M21C,definition Mgmt-intf,,ipv6,,,,
234,10.122.35.251,RAC_TLT4M21C,definition lte,,ipv4,,,,
235,10.122.16.117,RAC_SPKOM21C,definition Mgmt-intf,,ipv6,,,,
236,10.122.16.117,RAC_SPKOM21C,definition lte,,ipv4,,,,
237,10.122.31.152,RAC_BELLP21C,definition Mgmt-intf,,ipv6,,,,
238,10.124.211.12,RAC_WBMGM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
239,10.124.211.12,RAC_WBMGM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
240,10.122.15.39,RAC_GCPHP21C,definition Mgmt-intf,,ipv6,,,,
241,10.122.23.71,RAC_STN5M21C,definition Mgmt-intf,,ipv6,,,,
242,10.122.23.71,RAC_STN5M21C,definition lte,,ipv4,,,,
243,10.122.23.60,RAC_SCG3P21C,definition Mgmt-intf,,ipv6,,,,
244,10.122.23.60,RAC_SCG3P21C,definition lte,,ipv4,,,,
245,10.124.209.242,RAC_RKNVM51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
246,10.124.209.242,RAC_RKNVM51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
247,10.122.65.180,RAC_T373M21C,definition Mgmt-intf,,ipv6,,,,
248,10.122.9.137,RAC_PARMM21C,definition Mgmt-intf,,ipv6,,,,
249,10.122.9.137,RAC_PARMM21C,definition lte,,ipv4,,,,
250,10.122.41.55,RAC_RPT1M21C,definition Mgmt-intf,,ipv6,,,,
251,10.122.41.55,RAC_RPT1M21C,definition lte,,ipv4,,,,
252,10.122.42.133,RAC_R225M21C,definition Mgmt-intf,,ipv6,,,,
253,10.122.42.133,RAC_R225M21C,definition lte,,ipv4,,,,
254,10.122.11.42,RAC_THUKM21C,definition Mgmt-intf,,ipv6,,,,
255,10.122.11.42,RAC_THUKM21C,definition lte,,ipv4,,,,
256,10.122.41.58,RAC_TB30M21C,definition Mgmt-intf,,ipv6,,,,
257,10.122.41.58,RAC_TB30M21C,definition lte,,ipv4,,,,
258,10.124.214.59,RAC_TPG2M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
259,10.124.214.59,RAC_TPG2M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
260,10.122.47.100,RAC_PNSNM21C,definition Mgmt-intf,,ipv6,,,,
261,10.122.47.100,RAC_PNSNM21C,definition lte,,ipv4,,,,
262,10.122.13.74,RAC_BORAP21C,definition Mgmt-intf,,ipv6,,,,
263,10.124.209.99,RAC_DSR1M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
264,10.124.209.99,RAC_DSR1M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
265,10.122.31.187,RAC_CTRST21C,definition Mgmt-intf,,ipv6,,,,
266,10.124.210.198,RAC_MP39M51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
267,10.124.210.198,RAC_MP39M51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
268,10.122.46.116,RAC_WST6M21C,definition Mgmt-intf,,ipv6,,,,
269,10.122.46.116,RAC_WST6M21C,definition lte,,ipv4,,,,
270,10.122.47.138,RAC_R9PDX21C,definition Mgmt-intf,,ipv6,,,,
271,10.122.47.138,RAC_R9PDX21C,definition lte,,ipv4,,,,
272,10.124.210.62,RAC_B77AB51C,lte,VRF for lte,ipv4 unicast,route-target,65005:1800,route-target,65005:1800
273,10.124.210.62,RAC_B77AB51C,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
274,10.122.43.20,RAC_POTIM21C,definition Mgmt-intf,,ipv6,,,,
275,10.122.43.20,RAC_POTIM21C,definition lte,,ipv4,,,,
276,10.122.26.198,RAC_WSLSM21C,definition Mgmt-intf,,ipv6,,,,
277,10.125.200.221,RAC_DTBPM21C,definition Mgmt-intf,,ipv6,,,,
278,10.125.200.221,RAC_DTBPM21C,definition lte,,ipv4,,,,
279,10.122.47.137,RAC_LPHTX21C,definition Mgmt-intf,,ipv6,,,,
280,10.122.29.55,RAC_SKVRM21C,definition Mgmt-intf,,ipv6,,,,
281,10.122.29.55,RAC_SKVRM21C,definition lte,,ipv4,,,,
282,10.122.46.235,RAC_LK8KM21C,definition Mgmt-intf,,ipv6,,,,
283,10.122.46.235,RAC_LK8KM21C,definition lte,,ipv4,,,,
284,10.122.15.117,RAC_VR60M21C,definition Mgmt-intf,,ipv6,,,,
285,10.122.15.117,RAC_VR60M21C,definition lte,,ipv4,,,,
286,10.122.34.165,RAC_SVCTP21C,definition Mgmt-intf,,ipv6,,,,
287,10.122.20.27,RAC_RTHQP21C,definition Mgmt-intf,,ipv6,,,,
288,10.122.24.138,RAC_MTPWM21C,definition Mgmt-intf,,ipv6,,,,
289,10.122.24.138,RAC_MTPWM21C,definition lte,,ipv4,,,,
290,10.122.4.67,RAG_TWAE03C_9K,Cisco_OAM,VRF For Cisco OAM NMS,ipv4 unicast,route-target,65005:100,route-target,65005:100
291,10.122.4.67,RAG_TWAE03C_9K,gre_caltex,VRF for gre_caltex,ipv4 unicast,,,,
292,10.122.4.67,RAG_TWAE03C_9K,gre_cjex_hq,VRF for gre_cjex_hq,ipv4 unicast,,,,
293,10.122.4.67,RAG_TWAE03C_9K,gre_infra_awn,VRF for gre_infra_awn,ipv4 unicast,,,,
294,10.122.4.67,RAG_TWAE03C_9K,gre_infra_fbb,VRF for gre_infra_fbb,ipv4 unicast,,,,
295,10.122.33.134,RAC_ITW2P21C,definition Mgmt-intf,,ipv6,,,,
296,10.122.33.134,RAC_ITW2P21C,definition lte,,ipv4,,,,
297,10.122.18.173,RAC_RWH2M21C,definition Mgmt-intf,,ipv6,,,,
298,10.122.18.173,RAC_RWH2M21C,definition lte,,ipv4,,,,
299,10.125.197.229,RAC_SKVNM21C,definition Mgmt-intf,,ipv6,,,,
300,10.125.197.229,RAC_SKVNM21C,definition lte,,ipv4,,,,
301,10.122.43.125,RAC_C892M21C,definition Mgmt-intf,,ipv6,,,,
302,10.122.43.125,RAC_C892M21C,definition lte,,ipv4,,,,
303,10.122.42.57,RAC_RRFPM21C,definition Mgmt-intf,,ipv6,,,,
304,10.122.42.57,RAC_RRFPM21C,definition lte,,ipv4,,,,
